id_gene_DM,gene_DM,DM_up,DM_down,id_gene_HS,gene_HS,HS_up,HS_down,id_gene_MM,gene_MM,MM_up,MM_down,StockNumber,FlyBase Genotype,FT1 eggs,FT1 hatched,FT2 eggs,FT2 hatched,FT3 eggs,FT3 hatched,FT4 eggs,FT4 hatched,Phenotype or literature,Previously known to affect spermatogenesis,Function,Overlapping,Previous ref to RNAi working
FBgn0034247,CG6484,False,True,ENSG00000136856,SLC2A8,True,False,ENSMUSG00000026791,Slc2a8,True,False,,,,,,,,,,,,,,,
FBgn0050035,Tret1-1,True,True,ENSG00000136856,SLC2A8,True,False,ENSMUSG00000026791,Slc2a8,True,False,v52360,w[1118] P{GD17787}v52360,17.0,16.0,27.0,27.0,26.0,26.0,30.0,30.0,,,,,Yes
FBgn0033644,Tret1-2,True,True,ENSG00000136856,SLC2A8,True,False,ENSMUSG00000026791,Slc2a8,True,False,v49889,w[1118]; P{GD17847}v49889,19.0,19.0,22.0,21.0,20.0,20.0,27.0,26.0,,,,,Yes
FBgn0028560,sut4,True,True,ENSG00000136856,SLC2A8,True,False,ENSMUSG00000026791,Slc2a8,True,False,,,,,,,,,,,,,,,
FBgn0045980,niki,True,True,ENSG00000160602,AC010761.1,False,True,ENSMUSG00000017405,Nek8,True,False,,,,,,,,,,,,,,,
FBgn0086445,l(2)37Cd,True,True,ENSG00000148308,GTF3C5,False,True,ENSMUSG00000026816,Gtf3c5,False,True,,,,,,,,,,,,,,,
FBgn0027610,Dic1,True,True,ENSG00000183048,SLC25A10,True,False,ENSMUSG00000025792,Slc25a10,True,True,v103757,P{KK102461}VIE-260B,22.0,20.0,16.0,14.0,17.0,17.0,26.0,23.0,,,,,No
FBgn0038797,Dic2,True,True,ENSG00000183048,SLC25A10,True,False,ENSMUSG00000025792,Slc25a10,True,True,,,,,,,,,,,,,,,
FBgn0033248,Dic3,True,True,ENSG00000183048,SLC25A10,True,False,ENSMUSG00000025792,Slc25a10,True,True,,,,,,,,,,,,,,,
FBgn0036807,CG6893,True,True,ENSG00000183048,SLC25A10,True,False,ENSMUSG00000025792,Slc25a10,True,True,,,,,,,,,,,,,,,
FBgn0036808,Dic4,True,True,ENSG00000183048,SLC25A10,True,False,ENSMUSG00000025792,Slc25a10,True,True,,,,,,,,,,,,,,,
FBgn0052110,CG32110,True,True,ENSG00000079387,SENP1,True,False,ENSMUSG00000033075,Senp1,True,False,62438,y[1] v[1]; P{TRiP.HMJ23892}attP40/CyO,55.0,46.0,45.0,43.0,65.0,52.0,60.0,53.0,,,,,No
FBgn0037141,DNApol-eta,True,True,ENSG00000170734,POLH,True,False,ENSMUSG00000023953,Polh,True,True,v44721,w[1118]; P{GD4222}v44721/TM3,18.0,17.0,27.0,27.0,20.0,16.0,30.0,30.0,,,,,Yes
FBgn0026876,CG11403,True,False,ENSG00000013573,DDX11,False,True,ENSMUSG00000035842,Ddx11,True,True,,,,,,,,,,,,,,,
FBgn0032005,Snx6,True,True,ENSG00000089006,SNX5,False,True,ENSMUSG00000056185,Snx32,True,False,,,,,,,,,,,,,,,
FBgn0052626,AMPdeam,True,True,ENSG00000116337,AMPD2,False,True,ENSMUSG00000027889,Ampd2,False,True,,,,,,,,,,,,,,,
FBgn0010441,pll,True,True,ENSG00000198001,IRAK4,False,True,ENSMUSG00000031392,Irak1,False,True,,,,,,,,,,,,,,,
FBgn0024804,Dbp80,True,True,"ENSG00000109832,ENSG00000168872","DDX25,DDX19A","True,False","False,True","ENSMUSG00000032101,ENSMUSG00000033658","Ddx25,Ddx19b","True,True","False,False",34682,y[1] sc[*] v[1]; P{TRiP.HMS01160}attP2,19.0,3.0,22.0,5.0,52.0,13.0,95.0,23.0,Few sperm. Spermiogenesis defect,,RNA helicase,,No
FBgn0032517,CG7099,True,True,ENSG00000077235,GTF3C1,False,True,ENSMUSG00000032777,Gtf3c1,True,True,,,,,,,,,,,,,,,
FBgn0029820,CG16721,True,True,ENSG00000176148,TCP11L1,False,True,ENSMUSG00000062859,Tcp11,True,False,,,,,,,,,,,,,,,
FBgn0263974,qin,True,True,ENSG00000132972,RNF17,True,False,ENSMUSG00000000365,Rnf17,True,False,,,,,,,,,,,,,,,
FBgn0031094,CG9578,True,True,ENSG00000143155,TIPRL,False,True,ENSMUSG00000040843,Tiprl,True,False,,,,,,,,,,,,,,,
FBgn0003716,tkv,True,True,ENSG00000135503,ACVR1B,False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","False,False","True,True",,,,,,,,,,,,,,,
FBgn0011300,babo,True,True,ENSG00000135503,ACVR1B,False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","False,False","True,True",,,,,,,,,,,,,,,
FBgn0003317,sax,True,True,ENSG00000135503,ACVR1B,False,True,"ENSMUSG00000000532,ENSMUSG00000026836","Acvr1b,Acvr1","False,False","True,True",,,,,,,,,,,,,,,
FBgn0010812,unc-45,True,True,ENSG00000140553,UNC45A,True,False,ENSMUSG00000018845,Unc45b,True,False,v33560,w[1118]; P{GD9815}v33560,20.0,0.0,26.0,20.0,25.0,0.0,15.0,12.0,"Few sperm, all presumably immotile/dead. Individualization defect",No,binds Hsp83 and myosin,,Yes
FBgn0030109,CG12121,True,True,"ENSG00000125734,ENSG00000148358","GPR108,GPR107","False,False","True,True",ENSMUSG00000005823,Gpr108,True,True,,,,,,,,,,,,,,,
FBgn0040075,rept,True,True,ENSG00000183207,RUVBL2,True,False,ENSMUSG00000003868,Ruvbl2,True,False,v103483,P{KK105732}VIE-260B,13.0,0.0,29.0,0.0,18.0,0.0,19.0,0.0,No sperm. Individualization defect.,No,histone acetyltransferase,,Yes
FBgn0027580,PCB,True,True,ENSG00000173599,PC,True,False,ENSMUSG00000024892,Pcx,False,True,,,,,,,,,,,,,,,
FBgn0262872,milt,True,True,ENSG00000115993,TRAK2,False,True,"ENSMUSG00000026028,ENSMUSG00000032536","Trak2,Trak1","False,False","True,True",,,,,,,,,,,,,,,
FBgn0039943,CG17168,True,True,ENSG00000163877,SNIP1,False,True,ENSMUSG00000050213,Snip1,True,False,,,,,,,,,,,,,,,
FBgn0029891,Pink1,True,True,ENSG00000158828,PINK1,False,True,ENSMUSG00000028756,Pink1,True,False,,,,,,,,,,,,,,,
FBgn0017482,T3dh,True,False,ENSG00000147576,ADHFE1,False,True,ENSMUSG00000025911,Adhfe1,True,False,,,,,,,,,,,,,,,
FBgn0028997,nmdyn-D7,True,True,ENSG00000143156,NME7,False,True,ENSMUSG00000026575,Nme7,True,False,,,,,,,,,,,,,,,
FBgn0032373,Vha100-5,True,True,ENSG00000033627,ATP6V0A1,False,True,ENSMUSG00000019302,Atp6v0a1,False,True,,,,,,,,,,,,,,,
FBgn0028670,Vha100-2,True,True,ENSG00000033627,ATP6V0A1,False,True,ENSMUSG00000019302,Atp6v0a1,False,True,,,,,,,,,,,,,,,
FBgn0028671,Vha100-1,True,True,ENSG00000033627,ATP6V0A1,False,True,ENSMUSG00000019302,Atp6v0a1,False,True,,,,,,,,,,,,,,,
FBgn0028669,Vha100-3,True,True,ENSG00000033627,ATP6V0A1,False,True,ENSMUSG00000019302,Atp6v0a1,False,True,,,,,,,,,,,,,,,
FBgn0036536,CG12713,True,True,ENSG00000186073,C15orf41,True,False,ENSMUSG00000040282,BC052040,True,True,58315,y[1] v[1]; P{TRiP.HMJ22422}attP40,46.0,44.0,32.0,28.0,99.0,97.0,76.0,69.0,,,,,No
FBgn0260475,CG30059,True,False,ENSG00000135677,GNS,True,False,ENSMUSG00000034707,Gns,False,True,,,,,,,,,,,,,,,
FBgn0033836,CG18278,True,False,ENSG00000135677,GNS,True,False,ENSMUSG00000034707,Gns,False,True,,,,,,,,,,,,,,,
FBgn0259483,Mob4,True,True,ENSG00000115540,MOB4,False,True,ENSMUSG00000025979,Mob4,False,True,,,,,,,,,,,,,,,
FBgn0036496,CG7804,True,True,ENSG00000120948,TARDBP,False,True,ENSMUSG00000041459,Tardbp,False,True,,,,,,,,,,,,,,,
FBgn0025790,TBPH,True,True,ENSG00000120948,TARDBP,False,True,ENSMUSG00000041459,Tardbp,False,True,,,,,,,,,,,,,,,
FBgn0032691,Atac2,True,True,ENSG00000149474,KAT14,False,True,ENSMUSG00000027425,Kat14,False,True,,,,,,,,,,,,,,,
FBgn0038452,CG14905,False,True,ENSG00000105479,CCDC114,True,True,ENSMUSG00000040189,Ccdc114,True,False,,,,,,,,,,,,,,,
FBgn0039070,CG17083,True,True,ENSG00000105479,CCDC114,True,True,ENSMUSG00000040189,Ccdc114,True,False,,,,,,,,,,,,,,,
FBgn0034266,CG4975,True,True,ENSG00000130638,ATXN10,False,True,ENSMUSG00000016541,Atxn10,True,False,,,,,,,,,,,,,,,
FBgn0002973,numb,True,True,ENSG00000133961,NUMB,False,True,ENSMUSG00000021224,Numb,False,True,,,,,,,,,,,,,,,
FBgn0031217,CG11377,True,True,"ENSG00000163703,ENSG00000184164","CRELD1,CRELD2","False,False","True,True","ENSMUSG00000023272,ENSMUSG00000030284","Creld2,Creld1","True,False","False,True",,,,,,,,,,,,,,,
FBgn0051523,CG31523,True,True,ENSG00000066322,ELOVL1,False,True,ENSMUSG00000006390,Elovl1,False,True,,,,,,,,,,,,,,,
FBgn0051522,CG31522,True,True,ENSG00000066322,ELOVL1,False,True,ENSMUSG00000006390,Elovl1,False,True,,,,,,,,,,,,,,,
FBgn0004556,Dbp73D,True,True,ENSG00000185163,DDX51,False,True,ENSMUSG00000029504,Ddx51,True,True,v108310,P{KK102538}VIE-260B,27.0,26.0,11.0,11.0,18.0,18.0,30.0,30.0,GD works,,,,No
FBgn0267790,rump,True,True,ENSG00000099783,HNRNPM,False,True,ENSMUSG00000059208,Hnrnpm,False,True,,,,,,,,,,,,,,,
FBgn0038358,CG4525,True,True,ENSG00000105948,TTC26,True,False,ENSMUSG00000056832,Ttc26,True,False,v107708, P{KK100844}VIE-260B,17.0,14.0,30.0,30.0,27.0,26.0,27.0,25.0,,,,,No
FBgn0004915,TfIIB,True,True,ENSG00000137947,GTF2B,False,True,ENSMUSG00000028271,Gtf2b,True,False,,,,,,,,,,,,,,,
FBgn0035437,Strip,True,True,ENSG00000128578,STRIP2,True,True,"ENSMUSG00000039629,ENSMUSG00000014601","Strip2,Strip1","False,False","True,True",34657,y[1] sc[*] v[1]; P{TRiP.HMS01134}attP2,15.0,0.0,11.0,0.0,16.0,0.0,25.0,0.0,No sperm. Severe post-meiotic abnormalities.,No,component of the striatin-interacting phosphatase and kinase (STRIPAK) complex,"No, but overlapping gene",No
FBgn0034071,CG8405,True,True,ENSG00000182087,TMEM259,True,True,ENSMUSG00000013858,Tmem259,True,False,v105445,P{KK102969}VIE-260B,17.0,15.0,28.0,27.0,18.0,17.0,30.0,28.0,,,,,No
FBgn0024945,NitFhit,True,True,ENSG00000158793,NIT1,False,True,ENSMUSG00000013997,Nit1,True,False,,,,,,,,,,,,,,,
FBgn0017556,Prosalpha4T2,True,True,ENSG00000154611,PSMA8,False,True,ENSMUSG00000036743,Psma8,True,True,,,,,,,,,,,,,,,
FBgn0004066,Prosalpha4,True,True,ENSG00000154611,PSMA8,False,True,ENSMUSG00000036743,Psma8,True,True,,,,,,,,,,,,,,,
FBgn0265606,Prosalpha4T1,True,True,ENSG00000154611,PSMA8,False,True,ENSMUSG00000036743,Psma8,True,True,,,,,,,,,,,,,,,
FBgn0028692,Rpn2,True,True,ENSG00000173692,PSMD1,False,True,ENSMUSG00000026229,Psmd1,False,True,,,,,,,,,,,,,,,
FBgn0037164,CG11438,True,True,ENSG00000067113,PLPP1,False,True,ENSMUSG00000021759,Plpp1,True,False,,,,,,,,,,,,,,,
FBgn0037165,CG11437,False,True,ENSG00000067113,PLPP1,False,True,ENSMUSG00000021759,Plpp1,True,False,,,,,,,,,,,,,,,
FBgn0037163,laza,True,False,ENSG00000067113,PLPP1,False,True,ENSMUSG00000021759,Plpp1,True,False,,,,,,,,,,,,,,,
FBgn0041087,wun2,True,True,ENSG00000067113,PLPP1,False,True,ENSMUSG00000021759,Plpp1,True,False,,,,,,,,,,,,,,,
FBgn0016078,wun,True,True,ENSG00000067113,PLPP1,False,True,ENSMUSG00000021759,Plpp1,True,False,,,,,,,,,,,,,,,
FBgn0034795,MED23,True,False,ENSG00000112282,MED23,False,True,ENSMUSG00000019984,Med23,False,True,,,,,,,,,,,,,,,
FBgn0034532,CG13436,True,True,ENSG00000272514,CFAP206,False,True,ENSMUSG00000028294,Cfap206,True,False,,,,,,,,,,,,,,,
FBgn0261641,CG42724,True,True,ENSG00000113649,TCERG1,False,True,ENSMUSG00000024498,Tcerg1,False,True,,,,,,,,,,,,,,,
FBgn0036206,CG5964,True,True,ENSG00000188878,FBF1,True,False,ENSMUSG00000020776,Fbf1,True,True,,,,,,,,,,,,,,,
FBgn0032258,CG7456,True,True,ENSG00000103051,COG4,True,False,ENSMUSG00000031753,Cog4,True,False,53679,y[1] v[1]; P{TRiP.HMJ21592}attP40,12.0,0.0,19.0,2.0,34.0,0.0,32.0,0.0,"Meiotic defect (extensive spermatocyte death). Few post-meiotic cells, fewer are able to elongate",,"Golgi complex, subunit 4","Yes, but specific RNAi",No
FBgn0037900,CG5276,True,True,ENSG00000171302,CANT1,True,False,ENSMUSG00000025575,Cant1,True,False,52918,y[1] sc[*] v[1]; P{TRiP.HMC03658}attP40,16.0,14.0,31.0,20.0,13.0,11.0,55.0,45.0,,,,,No
FBgn0263593,Lpin,True,True,ENSG00000101577,LPIN2,False,True,ENSMUSG00000020593,Lpin1,True,False,,,,,,,,,,,,,,,
FBgn0038872,Nelf-A,True,True,ENSG00000185049,NELFA,False,True,ENSMUSG00000029111,Nelfa,True,True,,,,,,,,,,,,,,,
FBgn0034689,CG2921,True,True,ENSG00000146476,ARMT1,False,True,ENSMUSG00000061759,Armt1,True,True,,,,,,,,,,,,,,,
FBgn0034687,CG11475,True,True,ENSG00000146476,ARMT1,False,True,ENSMUSG00000061759,Armt1,True,True,,,,,,,,,,,,,,,
FBgn0028892,CG4161,True,True,ENSG00000146476,ARMT1,False,True,ENSMUSG00000061759,Armt1,True,True,,,,,,,,,,,,,,,
FBgn0034688,CG11474,True,True,ENSG00000146476,ARMT1,False,True,ENSMUSG00000061759,Armt1,True,True,v108555,P{KK100776}VIE-260B,24.0,23.0,30.0,29.0,22.0,20.0,25.0,25.0,,,,,No
FBgn0034657,LBR,True,True,ENSG00000143815,LBR,False,True,"ENSMUSG00000004880,ENSMUSG00000024799","Lbr,Tm7sf2","False,True","True,True",v110508,P{KK107907}VIE-260B,32.0,32.0,32.0,32.0,31.0,29.0,25.0,25.0,GD works,,,,No
FBgn0037891,CG5214,True,True,ENSG00000119689,DLST,False,True,ENSMUSG00000004789,Dlst,False,True,,,,,,,,,,,,,,,
FBgn0028897,CG4935,True,True,ENSG00000123154,WDR83,False,True,ENSMUSG00000005150,Wdr83,True,True,,,,,,,,,,,,,,,
FBgn0035627,Sse,True,True,ENSG00000135476,ESPL1,True,True,ENSMUSG00000058290,Espl1,True,False,v45091,w[1118]; P{GD6697}v45091,20.0,20.0,25.0,24.0,26.0,26.0,29.0,29.0,Tested all available reagents: no fertility pheno,"Yes, but only using a degron system (https://journals.plos.org/plosgenetics/article?id=10.1371/journal.pgen.1005996)",,,Yes
FBgn0026787,Nhe1,True,True,ENSG00000197818,SLC9A8,False,True,ENSMUSG00000039463,Slc9a8,True,False,,,,,,,,,,,,,,,
FBgn0027524,CG3909,True,True,ENSG00000140395,WDR61,True,True,ENSMUSG00000061559,Wdr61,False,True,,,,,,,,,,,,,,,
FBgn0038578,MED17,True,True,ENSG00000042429,MED17,True,True,ENSMUSG00000031935,Med17,False,True,,,,,,,,,,,,,,,
FBgn0000447,Dhod,True,True,ENSG00000102967,DHODH,False,True,ENSMUSG00000031730,Dhodh,False,True,,,,,,,,,,,,,,,
FBgn0003392,shi,True,True,ENSG00000106976,DNM1,False,True,"ENSMUSG00000040265,ENSMUSG00000026825,ENSMUSG00000033335","Dnm3,Dnm1,Dnm2","True,True,True","False,False,False",,,,,,,,,,,,,,,
FBgn0029887,CG3198,True,True,ENSG00000108848,LUC7L3,False,True,ENSMUSG00000020863,Luc7l3,False,True,,,,,,,,,,,,,,,
FBgn0037609,CG9773,True,True,ENSG00000115446,UNC50,True,True,ENSMUSG00000026111,Unc50,True,True,34570,y[1] sc[*] v[1]; P{TRiP.HMS01044}attP2,8.0,4.0,15.0,14.0,22.0,21.0,30.0,28.0,,,,,No
FBgn0261238,Alh,True,True,ENSG00000078403,MLLT10,False,True,ENSMUSG00000026743,Mllt10,True,True,,,,,,,,,,,,,,,
FBgn0011824,CG4038,True,True,ENSG00000109534,GAR1,False,True,ENSMUSG00000028010,Gar1,False,True,,,,,,,,,,,,,,,
FBgn0038202,CG12402,True,True,ENSG00000125122,LRRC29,True,False,ENSMUSG00000041679,Lrrc29,True,False,,,,,,,,,,,,,,,
FBgn0033337,CG8272,True,True,ENSG00000125122,LRRC29,True,False,ENSMUSG00000041679,Lrrc29,True,False,,,,,,,,,,,,,,,
FBgn0043456,CG4747,True,True,ENSG00000140632,GLYR1,False,True,ENSMUSG00000022536,Glyr1,False,True,,,,,,,,,,,,,,,
FBgn0000139,ash2,True,True,ENSG00000129691,ASH2L,False,True,ENSMUSG00000031575,Ash2l,True,False,,,,,,,,,,,,,,,
FBgn0010382,CycE,True,True,ENSG00000175305,CCNE2,False,True,"ENSMUSG00000028212,ENSMUSG00000002068","Ccne2,Ccne1","True,True","True,False",,,,,,,,,,,,,,,
FBgn0040929,CG12659,True,True,ENSG00000153391,INO80C,True,False,ENSMUSG00000047989,Ino80c,True,False,v100626,P{KK108826}VIE-260B,17.0,16.0,25.0,23.0,20.0,17.0,27.0,26.0,,,,,Yes
FBgn0038325,Atg4b,True,True,"ENSG00000130734,ENSG00000125703","ATG4D,ATG4C","False,True","True,False","ENSMUSG00000028550,ENSMUSG00000002820","Atg4c,Atg4d","True,True","False,True",56046,y[1] v[1]; P{TRiP.HMS04249}attP2,30.0,26.0,16.0,15.0,25.0,25.0,30.0,28.0,,,,,No
FBgn0031106,Syx16,True,True,ENSG00000124222,STX16,False,True,ENSMUSG00000027522,Stx16,True,True,,,,,,,,,,,,,,,
FBgn0035877,CG7083,True,False,ENSG00000125149,C16orf70,False,True,ENSMUSG00000031889,D230025D16Rik,False,True,,,,,,,,,,,,,,,
FBgn0038108,CG7518,True,True,ENSG00000125386,FAM193A,False,True,ENSMUSG00000037210,Fam193a,True,False,,,,,,,,,,,,,,,
FBgn0031990,PAPLA1,True,True,ENSG00000085788,DDHD2,False,True,ENSMUSG00000055319,Sec23ip,True,False,,,,,,,,,,,,,,,
FBgn0040298,Myt1,True,True,ENSG00000127564,PKMYT1,False,True,ENSMUSG00000023908,Pkmyt1,True,False,,,,,,,,,,,,,,,
FBgn0032298,CG6724,True,True,ENSG00000138442,WDR12,False,True,ENSMUSG00000026019,Wdr12,True,False,,,,,,,,,,,,,,,
FBgn0029690,CG6414,True,False,ENSG00000172831,CES2,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","True,False","False,True",,,,,,,,,,,,,,,
FBgn0000326,clt,True,False,ENSG00000172831,CES2,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","True,False","False,True",,,,,,,,,,,,,,,
FBgn0037090,Est-Q,True,False,ENSG00000172831,CES2,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","True,False","False,True",,,,,,,,,,,,,,,
FBgn0001114,Glt,True,True,ENSG00000172831,CES2,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","True,False","False,True",,,,,,,,,,,,,,,
FBgn0015571,alpha-Est3,True,True,ENSG00000172831,CES2,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","True,False","False,True",,,,,,,,,,,,,,,
FBgn0015572,alpha-Est4,True,True,ENSG00000172831,CES2,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","True,False","False,True",,,,,,,,,,,,,,,
FBgn0015574,alpha-Est6,True,True,ENSG00000172831,CES2,False,True,"ENSMUSG00000056973,ENSMUSG00000074156","Ces1d,Ces1h","True,False","False,True",,,,,,,,,,,,,,,
FBgn0027568,Cand1,True,True,ENSG00000111530,CAND1,False,True,ENSMUSG00000020114,Cand1,True,False,,,,,,,,,,,,,,,
FBgn0040228,DCTN5-p25,True,True,ENSG00000166847,DCTN5,False,True,ENSMUSG00000030868,Dctn5,True,True,,,,,,,,,,,,,,,
FBgn0037917,wkd,True,True,ENSG00000099992,TBC1D10A,False,True,ENSMUSG00000042492,Tbc1d10b,False,True,,,,,,,,,,,,,,,
FBgn0031696,Bub1,True,True,ENSG00000169679,BUB1,True,True,ENSMUSG00000027379,Bub1,True,False,35260,y[1] sc[*] v[1]; P{TRiP.GL00151}attP2,16.0,15.0,18.0,18.0,21.0,21.0,26.0,26.0,,,,,Yes
FBgn0263855,BubR1,True,True,ENSG00000169679,BUB1,True,True,ENSMUSG00000027379,Bub1,True,False,35329,y[1] sc[*] v[1]; P{TRiP.GL00236}attP2,20.0,7.0,20.0,11.0,10.0,6.0,30.0,19.0,No obvious phenotype. ?Sperm cells less motile?,https://www.genetics.org/content/167/1/207,protein serine/threonine kinase - mitotic checkpoint control protein ,,Yes
FBgn0005617,msl-1,True,False,ENSG00000188895,MSL1,False,True,ENSMUSG00000052915,Msl1,True,False,,,,,,,,,,,,,,,
FBgn0039147,CG10694,True,True,ENSG00000179262,RAD23A,False,True,ENSMUSG00000003813,Rad23a,True,False,,,,,,,,,,,,,,,
FBgn0026777,Rad23,True,True,ENSG00000179262,RAD23A,False,True,ENSMUSG00000003813,Rad23a,True,False,,,,,,,,,,,,,,,
FBgn0038110,CG8031,True,True,ENSG00000162959,MEMO1,True,False,ENSMUSG00000058704,Memo1,True,False,v100705,P{KK108005}VIE-260B,26.0,26.0,24.0,23.0,21.0,21.0,26.0,26.0,,,,,No
FBgn0032513,CG6565,True,True,ENSG00000084090,STARD7,False,True,ENSMUSG00000027367,Stard7,False,True,v39006,w[1118]; P{GD11963}v39006/TM3,10.0,0.0,6.0,0.0,19.0,0.0,12.0,0.0,No sperm. Individualization defect.,No,Phospholipid transporter,No,No
FBgn0025186,ari-2,True,True,ENSG00000177479,ARIH2,True,False,ENSMUSG00000064145,Arih2,True,False,44646,y[1] v[1]; P{TRiP.HMC02353}attP2,28.0,28.0,30.0,28.0,28.0,26.0,24.0,24.0,,,,,No
FBgn0267432,kl-3,True,True,ENSG00000124721,DNAH8,True,False,ENSMUSG00000033826,Dnah8,True,True,,,,,,,,,,,,,,,
FBgn0005649,Rox8,True,True,ENSG00000151923,TIAL1,True,False,"ENSMUSG00000071337,ENSMUSG00000030846","Tia1,Tial1","False,False","True,True",,,,,,,,,,,,,,,
FBgn0085383,CG34354,True,True,ENSG00000151923,TIAL1,True,False,"ENSMUSG00000071337,ENSMUSG00000030846","Tia1,Tial1","False,False","True,True",,,,,,,,,,,,,,,
FBgn0033638,CG9005,True,True,ENSG00000047346,FAM214A,False,True,ENSMUSG00000034858,Fam214a,False,True,,,,,,,,,,,,,,,
FBgn0038053,CG18549,True,True,ENSG00000092931,MFSD11,True,False,ENSMUSG00000020818,Mfsd11,True,False,34391,y[1] sc[*] v[1]; P{TRiP.HMS01385}attP2,29.0,27.0,25.0,19.0,64.0,39.0,106.0,101.0,,,,,No
FBgn0031904,CG5149,True,True,ENSG00000140950,MEAK7,False,True,ENSMUSG00000034105,Meak7,True,True,,,,,,,,,,,,,,,
FBgn0036184,PCID2,True,True,ENSG00000126226,PCID2,True,True,ENSMUSG00000038542,Pcid2,True,True,v108871,P{KK101349}VIE-260B,15.0,14.0,29.0,28.0,25.0,23.0,21.0,20.0,,,,,No
FBgn0012034,AcCoAS,True,True,ENSG00000111058,ACSS3,True,True,ENSMUSG00000027605,Acss2,True,False,41917,y[1] sc[*] v[1]; P{TRiP.HMS02314}attP2,20.0,18.0,24.0,18.0,15.0,13.0,29.0,28.0,,,,,Yes
FBgn0000579,Eno,True,True,ENSG00000111674,ENO2,False,True,ENSMUSG00000060600,Eno3,True,True,,,,,,,,,,,,,,,
FBgn0032205,CG4957,True,True,ENSG00000136463,TACO1,False,True,ENSMUSG00000001983,Taco1,False,True,,,,,,,,,,,,,,,
FBgn0004049,yrt,True,True,ENSG00000115109,EPB41L5,False,True,ENSMUSG00000026383,Epb41l5,False,True,,,,,,,,,,,,,,,
FBgn0035400,CG11537,True,True,ENSG00000196312,MFSD14C,False,True,ENSMUSG00000089911,Mfsd14a,True,False,,,,,,,,,,,,,,,
FBgn0034803,CG9849,True,True,ENSG00000135617,PRADC1,True,False,ENSMUSG00000030008,Pradc1,True,False,55948,y[1] sc[*] v[1]; P{TRiP.HMC04237}attP40,17.0,12.0,73.0,62.0,56.0,55.0,83.0,81.0,,,,,No
FBgn0032378,CycY,True,True,ENSG00000163249,CCNYL1,True,True,"ENSMUSG00000024286,ENSMUSG00000070871","Ccny,Ccnyl1","False,True","True,False",34009,y[1] sc[*] v[1]; P{TRiP.HMS00974}attP2,25.0,16.0,16.0,15.0,28.0,28.0,25.0,24.0,,,,,No
FBgn0003545,sub,False,True,"ENSG00000138182,ENSG00000112984","KIF20B,KIF20A","False,True","True,True","ENSMUSG00000024795,ENSMUSG00000003779","Kif20b,Kif20a","True,True","False,False",,,,,,,,,,,,,,,
FBgn0001624,dlg1,True,True,ENSG00000150672,DLG2,True,True,ENSMUSG00000052572,Dlg2,True,False,v41136,w[1118]; P{GD4689}v41136/TM3,35.0,34.0,26.0,24.0,30.0,28.0,25.0,23.0,,,,,Yes
FBgn0015790,Rab11,True,True,ENSG00000103769,RAB11A,True,False,ENSMUSG00000077450,Rab11b,False,True,,,,,,,,,,,,,,,
FBgn0051294,CG31294,True,True,ENSG00000149292,TTC12,True,False,ENSMUSG00000040219,Ttc12,True,False,,,,,,,,,,,,,,,
FBgn0039228,CG6980,True,True,ENSG00000149292,TTC12,True,False,ENSMUSG00000040219,Ttc12,True,False,,,,,,,,,,,,,,,
FBgn0085303,CG34274,True,True,ENSG00000149292,TTC12,True,False,ENSMUSG00000040219,Ttc12,True,False,,,,,,,,,,,,,,,
FBgn0030518,CG11134,True,True,ENSG00000149089,APIP,True,False,ENSMUSG00000010911,Apip,True,False,28637,y[1] v[1]; P{TRiP.JF03052}attP2,22.0,15.0,34.0,25.0,22.0,17.0,63.0,58.0,,,,,No
FBgn0036254,CG5645,True,True,ENSG00000129347,KRI1,True,False,ENSMUSG00000035047,Kri1,True,True,61346,y[1] v[1]; P{TRiP.HMJ23238}attP40,18.0,16.0,34.0,31.0,46.0,41.0,30.0,20.0,GD works,,,,No
FBgn0028734,Fmr1,True,True,ENSG00000129245,FXR2,False,True,ENSMUSG00000027680,Fxr1,True,False,,,,,,,,,,,,,,,
FBgn0023512,eIF2Bepsilon,True,True,ENSG00000145191,EIF2B5,True,False,ENSMUSG00000003235,Eif2b5,True,True,v34711,w[1118]; P{GD11080}v34711,29.0,25.0,26.0,25.0,26.0,23.0,30.0,28.0,,,,,Yes
FBgn0034065,Rrp42,True,True,ENSG00000075914,EXOSC7,False,True,ENSMUSG00000025785,Exosc7,False,True,v103922,P{KK102803}VIE-260B,29.0,27.0,22.0,22.0,25.0,21.0,30.0,26.0,GD works,,,,No
FBgn0033371,CNT1,True,True,ENSG00000137860,SLC28A2,False,True,ENSMUSG00000021553,Slc28a3,True,False,,,,,,,,,,,,,,,
FBgn0033352,PAN2,True,True,ENSG00000135473,PAN2,True,False,ENSMUSG00000005682,Pan2,False,True,,,,,,,,,,,,,,,
